eventID,datasetID,siteID,startYear,startMonth,startDay,endYear,endMonth,endDay,eventDate,startTime,endTime,eventTimeBlocks,eventDuration,eventDurationUnitID,studyDiurnalityID,reportedWeather,recordedBy,eventRemarks,eventMethodsID,verbatimEventMethods,eventMethodProtocolNames,eventMethodProtocolReferences,isAbundanceReported,isAbsenceReported,isSamplingEffortReported,samplingEffortUnitID,samplingEffortValue,targetTaxonomicScope,excludedTaxonomicScope,targetLifestageScopeID,excludedLifeStageScopeID,targetGrowthFormScope,excludedGrowthFormScope,targetSize,excludedSize
94,12,60,2013,4,13,2013,8,30,,,,,8,4,2,nice weather without rain and wind,,,15,point count method-33 points across the whole territory in a net 300 x 300 m,,"JANDA, J., ŘEPA, P. 1986: Metody kvantitativního výzkumu v ornitologii. SZN, Praha. | BIBBY, C.J., BURGESS, N.D., HILL, D.A., MUSTOE, S. (2007): Bird Census Techniques. Academic Press, London.",FALSE,FALSE,TRUE,5,160,Aves,,2,,,,,
95,12,61,2013,4,13,2013,8,30,,,,,8,4,2,nice weather without rain and wind,,,15,point count method-33 points across the whole territory in a net 300 x 300 m,,"JANDA, J., ŘEPA, P. 1986: Metody kvantitativního výzkumu v ornitologii. SZN, Praha. | BIBBY, C.J., BURGESS, N.D., HILL, D.A., MUSTOE, S. (2007): Bird Census Techniques. Academic Press, London.",FALSE,FALSE,TRUE,5,160,Aves,,2,,,,,
96,12,62,2013,4,13,2013,8,30,,,,,8,4,2,nice weather without rain and wind,,,15,point count method-33 points across the whole territory in a net 300 x 300 m,,"JANDA, J., ŘEPA, P. 1986: Metody kvantitativního výzkumu v ornitologii. SZN, Praha. | BIBBY, C.J., BURGESS, N.D., HILL, D.A., MUSTOE, S. (2007): Bird Census Techniques. Academic Press, London.",FALSE,FALSE,TRUE,5,160,Aves,,2,,,,,
97,12,63,2013,4,13,2013,8,30,,,,,8,4,2,nice weather without rain and wind,,,15,point count method-33 points across the whole territory in a net 300 x 300 m,,"JANDA, J., ŘEPA, P. 1986: Metody kvantitativního výzkumu v ornitologii. SZN, Praha. | BIBBY, C.J., BURGESS, N.D., HILL, D.A., MUSTOE, S. (2007): Bird Census Techniques. Academic Press, London.",FALSE,FALSE,TRUE,5,160,Aves,,2,,,,,
98,12,64,2013,4,13,2013,8,30,,,,,8,4,2,nice weather without rain and wind,,,15,point count method-33 points across the whole territory in a net 300 x 300 m,,"JANDA, J., ŘEPA, P. 1986: Metody kvantitativního výzkumu v ornitologii. SZN, Praha. | BIBBY, C.J., BURGESS, N.D., HILL, D.A., MUSTOE, S. (2007): Bird Census Techniques. Academic Press, London.",FALSE,FALSE,TRUE,5,160,Aves,,2,,,,,
99,12,65,2013,4,13,2013,8,30,,,,,8,4,2,nice weather without rain and wind,,,15,point count method-33 points across the whole territory in a net 300 x 300 m,,"JANDA, J., ŘEPA, P. 1986: Metody kvantitativního výzkumu v ornitologii. SZN, Praha. | BIBBY, C.J., BURGESS, N.D., HILL, D.A., MUSTOE, S. (2007): Bird Census Techniques. Academic Press, London.",FALSE,FALSE,TRUE,5,160,Aves,,2,,,,,
100,13,66,1987,4,,1988,3,,,,,18,,1,4,,Francová,,1,standard line transects method,,,TRUE,FALSE,TRUE,4,18,Aves,,2,,,,,
101,14,67,1992,4,,1992,7,,,,,16,,1,4,,Hanák,,1,standard line transects method,,,TRUE,TRUE,TRUE,4,16,,Aves,2,,,,,
102,14,67,1996,4,,1996,7,,,,,16,,1,4,,Hanák,,1,standard line transects method,,,TRUE,TRUE,TRUE,4,16,,Aves,2,,,,,
103,15,68,1984,5,,1984,6,,,,,7,,1,2,,Hlaváč,,2,standard method of mapping nesting territories,,"Šťastný, K., 1974: Návrh jednotné metodiky kvantitativního výzkumu ptáků. Zprávy MOS, 1974: 13-21.; Janda, J. & Řepa, P., 1983: Metody kvantitativního výzkumu v ornitologii. Acrocephalus 1: 1-35. Ostrava.",TRUE,FALSE,TRUE,4,7,Aves,,2,,,,,
104,16,69,1980,,,1980,,,,,,10,2.5,3,2,,Honza,,2,mapping method of nesting districts,,"Enemar, A., 1959: On the determination of the size and composition of a passerine bird population during the breeding season, Var Fagelvard: 2: 1-114.",TRUE,TRUE,TRUE,2,25,Aves,,2,,,,,
105,16,69,1981,,,1981,,,,,,10,2.5,3,2,,Honza,,2,mapping method of nesting districts,,"Enemar, A., 1959: On the determination of the size and composition of a passerine bird population during the breeding season, Var Fagelvard: 2: 1-114.",TRUE,TRUE,TRUE,2,25,Aves,,2,,,,,
106,16,69,1982,,,1982,,,,,,10,2.5,3,2,,Honza,,2,mapping method of nesting districts,,"Enemar, A., 1959: On the determination of the size and composition of a passerine bird population during the breeding season, Var Fagelvard: 2: 1-114.",TRUE,TRUE,TRUE,2,25,Aves,,2,,,,,
107,17,70,1963,,,1963,,,,,,,,1,2,,Hudec,,2,"two or three workers walked parallel at distances of roughly 20 m through the whole locality, mapping observed birds and looking for nests",,,TRUE,TRUE,FALSE,1,,Aves,,2,,,,,
108,17,70,1964,,,1964,,,,,,,,1,2,,Hudec,,2,"two or three workers walked parallel at distances of roughly 20 m through the whole locality, mapping observed birds and looking for nests",,,TRUE,TRUE,FALSE,1,,Aves,,2,,,,,
109,17,70,1966,,,1966,,,,,,5,,1,2,,Hudec,,2,"two or three workers walked parallel at distances of roughly 20 m through the whole locality, mapping observed birds and looking for nests",,,TRUE,TRUE,TRUE,4,5,Aves,,2,,,,,
110,17,70,1967,,,1967,,,,,,7,,1,2,,Hudec,,2,"two or three workers walked parallel at distances of roughly 20 m through the whole locality, mapping observed birds and looking for nests",,,TRUE,TRUE,TRUE,4,7,Aves,,2,,,,,
111,17,70,1968,,,1968,,,,,,,,1,2,,Hudec,,2,"two or three workers walked parallel at distances of roughly 20 m through the whole locality, mapping observed birds and looking for nests",,,TRUE,TRUE,FALSE,1,,Aves,,2,,,,,
112,18,71,1989,,,1990,,,,,,,,1,1,,Anna Jansová,method is not exactly specified,5,,,,FALSE,FALSE,FALSE,1,0,Aves,,2,,,,,
113,19,72,1991,4,,1991,7,,,,,10,,1,1,,,,2,mapping of nesting territories and direct nest search,,"Enemar, A., 1959: On the Determination of the Size and Composition of a Passerine Bird Population during the Breeding Season. Var Fagelvärld, supl. 2: 1-114. | Janda, J. & Řepa, P., 1986: Metody kvantitativního výzkumu v ornitologii. MOS Přerov a KSSPPOP Ostrava v SZN Praha.",TRUE,FALSE,TRUE,4,10,Aves,,2,,,,,
114,19,73,1992,4,,1992,7,,,,,10,,1,1,,,,2,mapping of nesting territories and direct nest search,,"Enemar, A., 1959: On the Determination of the Size and Composition of a Passerine Bird Population during the Breeding Season. Var Fagelvärld, supl. 2: 1-114. | Janda, J. & Řepa, P., 1986: Metody kvantitativního výzkumu v ornitologii. MOS Přerov a KSSPPOP Ostrava v SZN Praha.",TRUE,FALSE,TRUE,4,10,Aves,,2,,,,,
115,20,74,2006,5,18,2006,5,18,18/05/2006,,,1,10,2,2,clear weather without wind,,,15,point count method-19 points across the whole territory in distance of 200-210 m from each other,I.P.A. = Indice Ponctuel d'Abondance,"Janda, J. & Řepa, P., 1986: Metody kvantitativního výzkumu v ornitologii. MOS Přerov ve SZN Praha, 158 s.",FALSE,FALSE,TRUE,5,10,Aves,,2,,,,,
116,20,74,2006,6,1,2006,6,1,01/06/2006,,,1,10,2,2,clear weather without wind,,,15,point count method-19 points across the whole territory in distance of 200-210 m from each other,I.P.A. = Indice Ponctuel d'Abondance,"Janda, J. & Řepa, P., 1986: Metody kvantitativního výzkumu v ornitologii. MOS Přerov ve SZN Praha, 158 s.",FALSE,FALSE,TRUE,5,10,Aves,,2,,,,,
117,20,75,2006,5,18,2006,5,18,18/05/2006,,,1,10,2,2,clear weather without wind,,,15,point count method-19 points across the whole territory in distance of 200-210 m from each other,I.P.A. = Indice Ponctuel d'Abondance,"Janda, J. & Řepa, P., 1986: Metody kvantitativního výzkumu v ornitologii. MOS Přerov ve SZN Praha, 158 s.",FALSE,FALSE,TRUE,5,10,Aves,,2,,,,,
118,20,75,2006,6,1,2006,6,1,01/06/2006,,,1,10,2,2,clear weather without wind,,,15,point count method-19 points across the whole territory in distance of 200-210 m from each other,I.P.A. = Indice Ponctuel d'Abondance,"Janda, J. & Řepa, P., 1986: Metody kvantitativního výzkumu v ornitologii. MOS Přerov ve SZN Praha, 158 s.",FALSE,FALSE,TRUE,5,10,Aves,,2,,,,,
119,20,76,2006,5,18,2006,5,18,18/05/2006,,,1,10,2,2,clear weather without wind,,,15,point count method-19 points across the whole territory in distance of 200-210 m from each other,I.P.A. = Indice Ponctuel d'Abondance,"Janda, J. & Řepa, P., 1986: Metody kvantitativního výzkumu v ornitologii. MOS Přerov ve SZN Praha, 158 s.",FALSE,FALSE,TRUE,5,10,Aves,,2,,,,,
120,20,76,2006,6,1,2006,6,1,01/06/2006,,,1,10,2,2,clear weather without wind,,,15,point count method-19 points across the whole territory in distance of 200-210 m from each other,I.P.A. = Indice Ponctuel d'Abondance,"Janda, J. & Řepa, P., 1986: Metody kvantitativního výzkumu v ornitologii. MOS Přerov ve SZN Praha, 158 s.",FALSE,FALSE,TRUE,5,10,Aves,,2,,,,,
121,20,77,2006,5,18,2006,5,18,18/05/2006,,,1,10,2,2,clear weather without wind,,,15,point count method-19 points across the whole territory in distance of 200-210 m from each other,I.P.A. = Indice Ponctuel d'Abondance,"Janda, J. & Řepa, P., 1986: Metody kvantitativního výzkumu v ornitologii. MOS Přerov ve SZN Praha, 158 s.",FALSE,FALSE,TRUE,5,10,Aves,,2,,,,,
122,20,77,2006,6,1,2006,6,1,01/06/2006,,,1,10,2,2,clear weather without wind,,,15,point count method-19 points across the whole territory in distance of 200-210 m from each other,I.P.A. = Indice Ponctuel d'Abondance,"Janda, J. & Řepa, P., 1986: Metody kvantitativního výzkumu v ornitologii. MOS Přerov ve SZN Praha, 158 s.",FALSE,FALSE,TRUE,5,10,Aves,,2,,,,,
123,20,78,2006,5,18,2006,5,18,18/05/2006,,,1,10,2,2,clear weather without wind,,,15,point count method-19 points across the whole territory in distance of 200-210 m from each other,I.P.A. = Indice Ponctuel d'Abondance,"Janda, J. & Řepa, P., 1986: Metody kvantitativního výzkumu v ornitologii. MOS Přerov ve SZN Praha, 158 s.",FALSE,FALSE,TRUE,5,10,Aves,,2,,,,,
124,20,78,2006,6,1,2006,6,1,01/06/2006,,,1,10,2,2,clear weather without wind,,,15,point count method-19 points across the whole territory in distance of 200-210 m from each other,I.P.A. = Indice Ponctuel d'Abondance,"Janda, J. & Řepa, P., 1986: Metody kvantitativního výzkumu v ornitologii. MOS Přerov ve SZN Praha, 158 s.",FALSE,FALSE,TRUE,5,10,Aves,,2,,,,,
125,20,79,2006,5,18,2006,5,18,18/05/2006,,,1,10,2,2,clear weather without wind,,,15,point count method-19 points across the whole territory in distance of 200-210 m from each other,I.P.A. = Indice Ponctuel d'Abondance,"Janda, J. & Řepa, P., 1986: Metody kvantitativního výzkumu v ornitologii. MOS Přerov ve SZN Praha, 158 s.",FALSE,FALSE,TRUE,5,10,Aves,,2,,,,,
126,20,79,2006,6,1,2006,6,1,01/06/2006,,,1,10,2,2,clear weather without wind,,,15,point count method-19 points across the whole territory in distance of 200-210 m from each other,I.P.A. = Indice Ponctuel d'Abondance,"Janda, J. & Řepa, P., 1986: Metody kvantitativního výzkumu v ornitologii. MOS Přerov ve SZN Praha, 158 s.",FALSE,FALSE,TRUE,5,10,Aves,,2,,,,,
127,20,80,2006,5,18,2006,5,18,18/05/2006,,,1,10,2,2,clear weather without wind,,,15,point count method-19 points across the whole territory in distance of 200-210 m from each other,I.P.A. = Indice Ponctuel d'Abondance,"Janda, J. & Řepa, P., 1986: Metody kvantitativního výzkumu v ornitologii. MOS Přerov ve SZN Praha, 158 s.",FALSE,FALSE,TRUE,5,10,Aves,,2,,,,,
128,20,80,2006,6,1,2006,6,1,01/06/2006,,,1,10,2,2,clear weather without wind,,,15,point count method-19 points across the whole territory in distance of 200-210 m from each other,I.P.A. = Indice Ponctuel d'Abondance,"Janda, J. & Řepa, P., 1986: Metody kvantitativního výzkumu v ornitologii. MOS Přerov ve SZN Praha, 158 s.",FALSE,FALSE,TRUE,5,10,Aves,,2,,,,,
129,20,81,2006,5,18,2006,5,18,18/05/2006,,,1,10,2,2,clear weather without wind,,,15,point count method-19 points across the whole territory in distance of 200-210 m from each other,I.P.A. = Indice Ponctuel d'Abondance,"Janda, J. & Řepa, P., 1986: Metody kvantitativního výzkumu v ornitologii. MOS Přerov ve SZN Praha, 158 s.",FALSE,FALSE,TRUE,5,10,Aves,,2,,,,,
130,20,81,2006,6,1,2006,6,1,01/06/2006,,,1,10,2,2,clear weather without wind,,,15,point count method-19 points across the whole territory in distance of 200-210 m from each other,I.P.A. = Indice Ponctuel d'Abondance,"Janda, J. & Řepa, P., 1986: Metody kvantitativního výzkumu v ornitologii. MOS Přerov ve SZN Praha, 158 s.",FALSE,FALSE,TRUE,5,10,Aves,,2,,,,,
131,20,82,2006,5,18,2006,5,18,18/05/2006,,,1,10,2,2,clear weather without wind,,,15,point count method-19 points across the whole territory in distance of 200-210 m from each other,I.P.A. = Indice Ponctuel d'Abondance,"Janda, J. & Řepa, P., 1986: Metody kvantitativního výzkumu v ornitologii. MOS Přerov ve SZN Praha, 158 s.",FALSE,FALSE,TRUE,5,10,Aves,,2,,,,,
132,20,82,2006,6,1,2006,6,1,01/06/2006,,,1,10,2,2,clear weather without wind,,,15,point count method-19 points across the whole territory in distance of 200-210 m from each other,I.P.A. = Indice Ponctuel d'Abondance,"Janda, J. & Řepa, P., 1986: Metody kvantitativního výzkumu v ornitologii. MOS Přerov ve SZN Praha, 158 s.",FALSE,FALSE,TRUE,5,10,Aves,,2,,,,,
133,20,83,2006,5,18,2006,5,18,18/05/2006,,,1,10,2,2,clear weather without wind,,,15,point count method-19 points across the whole territory in distance of 200-210 m from each other,I.P.A. = Indice Ponctuel d'Abondance,"Janda, J. & Řepa, P., 1986: Metody kvantitativního výzkumu v ornitologii. MOS Přerov ve SZN Praha, 158 s.",FALSE,FALSE,TRUE,5,10,Aves,,2,,,,,
134,20,83,2006,6,1,2006,6,1,01/06/2006,,,1,10,2,2,clear weather without wind,,,15,point count method-19 points across the whole territory in distance of 200-210 m from each other,I.P.A. = Indice Ponctuel d'Abondance,"Janda, J. & Řepa, P., 1986: Metody kvantitativního výzkumu v ornitologii. MOS Přerov ve SZN Praha, 158 s.",FALSE,FALSE,TRUE,5,10,Aves,,2,,,,,
135,20,84,2006,5,18,2006,5,18,18/05/2006,,,1,10,2,2,clear weather without wind,,,15,point count method-19 points across the whole territory in distance of 200-210 m from each other,I.P.A. = Indice Ponctuel d'Abondance,"Janda, J. & Řepa, P., 1986: Metody kvantitativního výzkumu v ornitologii. MOS Přerov ve SZN Praha, 158 s.",FALSE,FALSE,TRUE,5,10,Aves,,2,,,,,
136,20,84,2006,6,1,2006,6,1,01/06/2006,,,1,10,2,2,clear weather without wind,,,15,point count method-19 points across the whole territory in distance of 200-210 m from each other,I.P.A. = Indice Ponctuel d'Abondance,"Janda, J. & Řepa, P., 1986: Metody kvantitativního výzkumu v ornitologii. MOS Přerov ve SZN Praha, 158 s.",FALSE,FALSE,TRUE,5,10,Aves,,2,,,,,
137,20,85,2006,5,18,2006,5,18,18/05/2006,,,1,10,2,2,clear weather without wind,,,15,point count method-19 points across the whole territory in distance of 200-210 m from each other,I.P.A. = Indice Ponctuel d'Abondance,"Janda, J. & Řepa, P., 1986: Metody kvantitativního výzkumu v ornitologii. MOS Přerov ve SZN Praha, 158 s.",FALSE,FALSE,TRUE,5,10,Aves,,2,,,,,
138,20,85,2006,6,1,2006,6,1,01/06/2006,,,1,10,2,2,clear weather without wind,,,15,point count method-19 points across the whole territory in distance of 200-210 m from each other,I.P.A. = Indice Ponctuel d'Abondance,"Janda, J. & Řepa, P., 1986: Metody kvantitativního výzkumu v ornitologii. MOS Přerov ve SZN Praha, 158 s.",FALSE,FALSE,TRUE,5,10,Aves,,2,,,,,
139,20,86,2006,5,18,2006,5,18,18/05/2006,,,1,10,2,2,clear weather without wind,,,15,point count method-19 points across the whole territory in distance of 200-210 m from each other,I.P.A. = Indice Ponctuel d'Abondance,"Janda, J. & Řepa, P., 1986: Metody kvantitativního výzkumu v ornitologii. MOS Přerov ve SZN Praha, 158 s.",FALSE,FALSE,TRUE,5,10,Aves,,2,,,,,
140,20,86,2006,6,1,2006,6,1,01/06/2006,,,1,10,2,2,clear weather without wind,,,15,point count method-19 points across the whole territory in distance of 200-210 m from each other,I.P.A. = Indice Ponctuel d'Abondance,"Janda, J. & Řepa, P., 1986: Metody kvantitativního výzkumu v ornitologii. MOS Přerov ve SZN Praha, 158 s.",FALSE,FALSE,TRUE,5,10,Aves,,2,,,,,
141,20,87,2006,5,18,2006,5,18,18/05/2006,,,1,10,2,2,clear weather without wind,,,15,point count method-19 points across the whole territory in distance of 200-210 m from each other,I.P.A. = Indice Ponctuel d'Abondance,"Janda, J. & Řepa, P., 1986: Metody kvantitativního výzkumu v ornitologii. MOS Přerov ve SZN Praha, 158 s.",FALSE,FALSE,TRUE,5,10,Aves,,2,,,,,
142,20,87,2006,6,1,2006,6,1,01/06/2006,,,1,10,2,2,clear weather without wind,,,15,point count method-19 points across the whole territory in distance of 200-210 m from each other,I.P.A. = Indice Ponctuel d'Abondance,"Janda, J. & Řepa, P., 1986: Metody kvantitativního výzkumu v ornitologii. MOS Přerov ve SZN Praha, 158 s.",FALSE,FALSE,TRUE,5,10,Aves,,2,,,,,
143,20,88,2006,5,18,2006,5,18,18/05/2006,,,1,10,2,2,clear weather without wind,,,15,point count method-19 points across the whole territory in distance of 200-210 m from each other,I.P.A. = Indice Ponctuel d'Abondance,"Janda, J. & Řepa, P., 1986: Metody kvantitativního výzkumu v ornitologii. MOS Přerov ve SZN Praha, 158 s.",FALSE,FALSE,TRUE,5,10,Aves,,2,,,,,
144,20,88,2006,6,1,2006,6,1,01/06/2006,,,1,10,2,2,clear weather without wind,,,15,point count method-19 points across the whole territory in distance of 200-210 m from each other,I.P.A. = Indice Ponctuel d'Abondance,"Janda, J. & Řepa, P., 1986: Metody kvantitativního výzkumu v ornitologii. MOS Přerov ve SZN Praha, 158 s.",FALSE,FALSE,TRUE,5,10,Aves,,2,,,,,
145,20,89,2006,5,18,2006,5,18,18/05/2006,,,1,10,2,2,clear weather without wind,,,15,point count method-19 points across the whole territory in distance of 200-210 m from each other,I.P.A. = Indice Ponctuel d'Abondance,"Janda, J. & Řepa, P., 1986: Metody kvantitativního výzkumu v ornitologii. MOS Přerov ve SZN Praha, 158 s.",FALSE,FALSE,TRUE,5,10,Aves,,2,,,,,
146,20,89,2006,6,1,2006,6,1,01/06/2006,,,1,10,2,2,clear weather without wind,,,15,point count method-19 points across the whole territory in distance of 200-210 m from each other,I.P.A. = Indice Ponctuel d'Abondance,"Janda, J. & Řepa, P., 1986: Metody kvantitativního výzkumu v ornitologii. MOS Přerov ve SZN Praha, 158 s.",FALSE,FALSE,TRUE,5,10,Aves,,2,,,,,
147,20,90,2006,5,18,2006,5,18,18/05/2006,,,1,10,2,2,clear weather without wind,,,15,point count method-19 points across the whole territory in distance of 200-210 m from each other,I.P.A. = Indice Ponctuel d'Abondance,"Janda, J. & Řepa, P., 1986: Metody kvantitativního výzkumu v ornitologii. MOS Přerov ve SZN Praha, 158 s.",FALSE,FALSE,TRUE,5,10,Aves,,2,,,,,
148,20,90,2006,6,1,2006,6,1,01/06/2006,,,1,10,2,2,clear weather without wind,,,15,point count method-19 points across the whole territory in distance of 200-210 m from each other,I.P.A. = Indice Ponctuel d'Abondance,"Janda, J. & Řepa, P., 1986: Metody kvantitativního výzkumu v ornitologii. MOS Přerov ve SZN Praha, 158 s.",FALSE,FALSE,TRUE,5,10,Aves,,2,,,,,
149,20,91,2006,5,18,2006,5,18,18/05/2006,,,1,10,2,2,clear weather without wind,,,15,point count method-19 points across the whole territory in distance of 200-210 m from each other,I.P.A. = Indice Ponctuel d'Abondance,"Janda, J. & Řepa, P., 1986: Metody kvantitativního výzkumu v ornitologii. MOS Přerov ve SZN Praha, 158 s.",FALSE,FALSE,TRUE,5,10,Aves,,2,,,,,
150,20,91,2006,6,1,2006,6,1,01/06/2006,,,1,10,2,2,clear weather without wind,,,15,point count method-19 points across the whole territory in distance of 200-210 m from each other,I.P.A. = Indice Ponctuel d'Abondance,"Janda, J. & Řepa, P., 1986: Metody kvantitativního výzkumu v ornitologii. MOS Přerov ve SZN Praha, 158 s.",FALSE,FALSE,TRUE,5,10,Aves,,2,,,,,
151,20,92,2006,5,18,2006,5,18,18/05/2006,,,1,10,2,2,clear weather without wind,,,15,point count method-19 points across the whole territory in distance of 200-210 m from each other,I.P.A. = Indice Ponctuel d'Abondance,"Janda, J. & Řepa, P., 1986: Metody kvantitativního výzkumu v ornitologii. MOS Přerov ve SZN Praha, 158 s.",FALSE,FALSE,TRUE,5,10,Aves,,2,,,,,
152,20,92,2006,6,1,2006,6,1,01/06/2006,,,1,10,2,2,clear weather without wind,,,15,point count method-19 points across the whole territory in distance of 200-210 m from each other,I.P.A. = Indice Ponctuel d'Abondance,"Janda, J. & Řepa, P., 1986: Metody kvantitativního výzkumu v ornitologii. MOS Přerov ve SZN Praha, 158 s.",FALSE,FALSE,TRUE,5,10,Aves,,2,,,,,
153,20,93,2006,,,2006,,,,,,,,1,4,clear weather without wind,,,16,19 points for birds census across the whole territory plus an observation in addition to basic census in other visits of the reserve,,"Janda, J. & Řepa, P., 1986: Metody kvantitativního výzkumu v ornitologii. MOS Přerov ve SZN Praha, 158 s.",FALSE,FALSE,TRUE,4,7,Aves,,2,,,,,
154,21,94,1976,4,,1984,6,,,,,72,,1,1,,Řepa,,2,mapping of nesting districts,,"IBCC, 1969: Recomendations for an International Standard for a Mapping method in Bird Census Work. Bull.Ecol.Res.Comm., Lund 9: 49-52.",TRUE,FALSE,TRUE,4,72,Aves,,2,,,,,
155,21,95,1976,4,,1984,6,,,,,72,,1,1,,Řepa,,2,mapping of nesting districts,,"IBCC, 1969: Recomendations for an International Standard for a Mapping method in Bird Census Work. Bull.Ecol.Res.Comm., Lund 9: 49-52.",TRUE,FALSE,TRUE,4,72,Aves,,2,,,,,
156,22,96,1970,,,1975,,,,,,,,1,4,,Karel Pecl,,5,"irregular excursions at the site, mainly in the nesting season; birds was observed mainly with binoculars",,,FALSE,FALSE,FALSE,1,,Aves,,2,,,,,
157,22,96,1890,,,1970,,,,,,,,1,1,,,,5,"irregular excursions at the site, mainly in the nesting season; birds was observed mainly with binoculars",,,FALSE,FALSE,FALSE,1,,Aves,,2,,,,,
158,22,96,1973,7,12,1973,7,14,,,,,3,4,1,,Pecl Karel|Habrnálová Jiřina,,4,trapping birds to the nets and bird's ringing,,,FALSE,FALSE,FALSE,1,,Aves,,2,,,,,
159,23,97,1998,4,,2010,4,,,,,12,20,3,2,without rain and strong wind,Karel Poprach,"summary of bird censuses in half of April, in all years of observation",16,point count method and other observation during these years of bird census,,,FALSE,TRUE,TRUE,2,20,Aves,,2,,,,,
160,23,97,1998,5,,2010,5,,,,,12,20,3,2,without rain and strong wind,Karel Poprach,"summary of bird censuses in half of May, in all years of observation",16,point count method and other observation during these years of bird census,,,FALSE,TRUE,TRUE,2,20,Aves,,2,,,,,
161,23,97,1998,6,,2010,6,,,,,12,20,3,2,without rain and strong wind,Karel Poprach,"summary of bird censuses in half of June, in all years of observation",16,point count method and other observation during these years of bird census,,,FALSE,TRUE,TRUE,2,20,Aves,,2,,,,,
162,23,98,2005,4,,2012,4,,,,,8,13,3,2,without rain and strong wind,Karel Poprach,"summary of bird censuses in half of April, in all years of observation",16,point count method and other observation during these years of bird census,,,FALSE,TRUE,TRUE,2,13,Aves,,2,,,,,
163,23,98,2005,5,,2012,5,,,,,8,13,3,2,without rain and strong wind,Karel Poprach,"summary of bird censuses in half of May, in all years of observation",16,point count method and other observation during these years of bird census,,,FALSE,TRUE,TRUE,2,13,Aves,,2,,,,,
164,23,98,2005,6,,2012,6,,,,,8,13,3,2,without rain and strong wind,Karel Poprach,"summary of bird censuses in half of June, in all years of observation",16,point count method and other observation during these years of bird census,,,FALSE,TRUE,TRUE,2,13,Aves,,2,,,,,
165,24,99,1975,12,29,1976,3,19,,,,6,,1,1,,Vlček,,1,bird census at given transects,,"Novikov, G.A., 1953: Praktikum polní ekologie suchozemských obratlovců. Praha 1953, 413 pp.",TRUE,TRUE,TRUE,4,6,Aves,,2,,,,,
166,24,99,1976,4,2,1976,6,4,,,,9,,1,1,,Vlček,,1,bird census at given transects,,"Novikov, G.A., 1953: Praktikum polní ekologie suchozemských obratlovců. Praha 1953, 413 pp.",TRUE,TRUE,TRUE,4,9,Aves,,2,,,,,
167,24,100,1970,,,1976,,,,,,,,1,1,,,,5,,,,FALSE,FALSE,TRUE,4,21,Aves,,2,,,,,
168,25,101,2011,4,,2013,8,,,,,,,1,2,,,,5,"monitoring of special and protected species, observation of other common species; monitoring was realized mainly from the boat, sailing across the locality and searching suitable biotopes",,,FALSE,FALSE,FALSE,1,,Aves,,2,,,,,
169,26,102,2011,,,2011,,,,,,,,1,1,,,"inventory is focus on mainly for fishes, other vertebrates, like birds, was investigated marginaly",5,,,,FALSE,FALSE,FALSE,1,,Aves,,2,,,,,
170,27,103,1991,,,1994,,,,,,,,1,1,,,,5,"line transect and point method, mapping and direct nest searching",,,FALSE,FALSE,FALSE,1,,Aves,,2,,,,,
171,1,104,2010,,,2010,,,,,,,,1,1,,,,5,"birds was detected ba eyes, binoculars and acustic detecting",,,FALSE,FALSE,FALSE,1,,Aves,,2,,,,,
172,1,104,2011,,,2011,,,,,,,,1,1,,,,5,"birds was detected ba eyes, binoculars and acustic detecting",,,FALSE,FALSE,FALSE,1,,Aves,,2,,,,,
173,1,104,2012,,,2012,,,,,,,,1,1,,,,5,"birds was detected ba eyes, binoculars and acustic detecting",,,FALSE,FALSE,FALSE,1,,Aves,,2,,,,,
174,1,104,2013,,,2013,,,,,,,,1,1,,,,5,"birds was detected ba eyes, binoculars and acustic detecting",,,FALSE,FALSE,FALSE,1,,Aves,,2,,,,,
175,29,105,2006,,,2006,,,,,,,,1,2,,,,17,,,,FALSE,FALSE,TRUE,2,32,Aves,,2,,,,,
176,29,106,2003,,,2006,,,,,,,,1,2,,,,5,"mainly by binoculars or by eyes, sometimes netting and acustic recording",,,FALSE,FALSE,TRUE,4,20,Aves,,2,,,,,
177,30,107,2007,5,15,2007,7,26,,,,,,1,2,,,,17,"line transect method and other observation techniques, like direct nests searching",,"Janda J. & Řepa P., 1986: Metody kvantitativního výzkumu v ornitologii. 1. vyd. Praha: SZN.",FALSE,FALSE,TRUE,4,8,Aves,,2,,,,,
178,30,108,2007,5,15,2007,7,26,,,,,,1,2,,,,1,standard line transect method,,"Janda J. & Řepa P., 1986: Metody kvantitativního výzkumu v ornitologii. 1. vyd. Praha: SZN.",TRUE,FALSE,TRUE,4,8,Aves,,2,,,,,
179,31,109,1997,,,2000,,,,,,,,1,1,,,,6,"observation by binoculars, using an acustic methods, also netting",,,FALSE,FALSE,FALSE,1,,Aves,,2,,,,,
180,32,110,1992,,,1993,,,,,,,,1,1,,,,5,acustic and visual observation,,,FALSE,FALSE,TRUE,4,21,Aves,,2,,,,,
181,32,110,1992,,,1993,,,,,,,,1,4,,,abundaces of quantitative research are arithmetic mean of values for both years,15,point count method - 10 points,,"Janda J. & Řepa P. 1986: Metody kvantitativního výzkumu v ornitologii. SZN, Praha.",TRUE,FALSE,TRUE,4,9,Aves,,2,,,,,
182,33,111,1976,,,1978,,,,,,,,1,1,,,,6,,,,FALSE,FALSE,TRUE,4,5,Aves,,2,,,,,
