eventID,datasetID,siteID,startYear,startMonth,startDay,endYear,endMonth,endDay,eventDate,startTime,endTime,eventTimeBlocks,eventDuration,eventDurationUnitID,studyDiurnalityID,reportedWeather,recordedBy,eventRemarks,eventMethodsID,verbatimEventMethods,eventMethodProtocolNames,eventMethodProtocolReferences,isAbundanceReported,isAbsenceReported,isSamplingEffortReported,samplingEffortUnitID,samplingEffortValue,targetTaxonomicScope,excludedTaxonomicScope,targetLifestageScopeID,excludedLifeStageScopeID,targetGrowthFormScope,excludedGrowthFormScope,targetSize,excludedSize
183,34,112,2011,4,1,2011,6,15,,,,,,1,2,,,,1,standard line transect method,,,FALSE,FALSE,TRUE,2,36,Aves,,2,,,,,
184,34,112,2011,4,1,2011,4,30,,,,,,1,2,,,,1,standard line transect method,,,FALSE,FALSE,TRUE,2,12,Aves,,2,,,,,
185,34,112,2011,5,1,2011,5,31,,,,,,1,2,,,,1,standard line transect method,,,FALSE,FALSE,TRUE,2,12,Aves,,2,,,,,
186,34,112,2011,6,1,2011,6,30,,,,,,1,2,,,,1,standard line transect method,,,FALSE,FALSE,TRUE,2,12,Aves,,2,,,,,
187,35,113,1990,3,16,1990,6,30,,,,,,1,1,,,,2,mapping of nesting districts,,"Janda J. & Řepa P. 1986: Metody kvantitativního výzkumu v ornitologii. SZN, Praha.",TRUE,FALSE,TRUE,2,17,Aves,,2,,,,,
188,35,114,1990,2,22,1990,6,30,,,,,,1,1,,,,2,mapping of nesting districts,,"Janda J. & Řepa P. 1986: Metody kvantitativního výzkumu v ornitologii. SZN, Praha.",TRUE,FALSE,TRUE,2,4.300000191,Aves,,2,,,,,
189,35,115,1990,3,16,1990,6,30,,,,,,1,1,,,,2,mapping of nesting districts,,"Janda J. & Řepa P. 1986: Metody kvantitativního výzkumu v ornitologii. SZN, Praha.",TRUE,FALSE,TRUE,2,4.300000191,Aves,,2,,,,,
190,36,116,2012,,,2012,,,,,,,,1,4,,,,18,standard line transect method and mapping of nesting territories,,,FALSE,FALSE,TRUE,4,8,Aves,,2,,,,,
191,36,117,2012,5,21,2012,5,21,21/05/2012,,,,,1,2,,,,1,standard line transect method,,,TRUE,FALSE,TRUE,4,1,Aves,,2,,,,,
192,36,117,2012,6,8,2012,6,8,08/06/2012,,,,,1,2,,,,1,standard line transect method,,,TRUE,FALSE,TRUE,4,1,Aves,,2,,,,,
193,36,117,2012,6,15,2012,6,15,15/06/2012,,,,,1,2,,,,1,standard line transect method,,,TRUE,FALSE,TRUE,4,1,Aves,,2,,,,,
194,36,117,2012,6,21,2012,6,21,21/06/2012,,,,,1,2,,,,1,standard line transect method,,,TRUE,FALSE,TRUE,4,1,Aves,,2,,,,,
195,36,117,2012,6,29,2012,6,29,29/06/2012,,,,,1,2,,,,1,standard line transect method,,,TRUE,FALSE,TRUE,4,1,Aves,,2,,,,,
196,36,117,2012,7,4,2012,7,4,04/07/2012,,,,,1,2,,,,1,standard line transect method,,,TRUE,FALSE,TRUE,4,1,Aves,,2,,,,,
197,37,121,2000,,,2002,,,,,,,,1,1,,,,1,standard line transect method,,"Šťastný, K., 1974: Návrh jednotné metodiky kvantitativního výzkumu ptáků. Zprávy MOS, 32: 13-21.",TRUE,FALSE,FALSE,1,,Aves,,2,,,,,
198,37,122,2000,,,2002,,,,,,,,1,1,,,,1,standard line transect method,,"Šťastný, K., 1974: Návrh jednotné metodiky kvantitativního výzkumu ptáků. Zprávy MOS, 32: 13-21.",TRUE,FALSE,FALSE,1,,Aves,,2,,,,,
199,37,123,2000,,,2002,,,,,,,,1,1,,,,1,standard line transect method,,"Šťastný, K., 1974: Návrh jednotné metodiky kvantitativního výzkumu ptáků. Zprávy MOS, 32: 13-21.",TRUE,FALSE,FALSE,1,,Aves,,2,,,,,
200,40,132,2004,5,21,2004,7,27,,,,,,1,4,,,,2,"standard mapping method: birds was observed visualy, by acustic recording, other signs of presence of species was also monitored (nests, feathers, tracks,…)",,"Janda J. & Řepa P., 1986: Metody kvantitativního výzkumu v ornitologii. 1. vyd. Praha: SZN.",TRUE,FALSE,FALSE,1,,Aves,,2,,,,,
201,44,134,2005,5,16,2005,7,28,,,,,,1,2,,,,17,"line transect method and other observation in general: direct observation (visualy), acustic recording and other signs of presence of species was also monitored (nests, feathers, tracks,…)",,"Janda J. & Řepa P., 1986: Metody kvantitativního výzkumu v ornitologii. 1. vyd. Praha: SZN.",FALSE,FALSE,TRUE,4,12,Aves,,2,,,,,
204,47,138,2013,4,,2014,6,,,,,,,1,4,,,,2,mapping of nesting districts,,"Janda J. & Řepa P. 1986: Metody kvantitativního výzkumu v ornitologii. SZN, Praha.",FALSE,FALSE,TRUE,4,15,Aves,,2,,,,,
205,48,144,1910,,,1997,,,,,,,,1,,,,"all registered observations of birds until 1997, focused on birds closely related to ponds",5,"different types of methods, mainly observing by binoculars",,,FALSE,FALSE,FALSE,1,,Aves,,2,,,,,
206,48,144,1972,,,1986,,,,,,,,1,,,,only birds closely related to ponds,5,observing by binoculars and acustic recording,,,FALSE,FALSE,TRUE,4,470,Aves,,2,,,,,
207,48,144,1987,,,1997,,,,,,,,1,,,,only birds closely related to ponds,5,observing by binoculars and acustic recording,,,FALSE,FALSE,TRUE,4,400,Aves,,2,,,,,
208,48,145,1973,1,,1997,10,,,,,,,1,,,,"all registered observations of birds - nesting, even migrating",5,observing by binoculars and acustic recording,,,FALSE,FALSE,FALSE,1,,Aves,,2,,,,,
209,48,146,1973,,,1997,,,,,,,,1,,,,only birds closely related to biotopes of the Pastvisko,5,not exactly specified,,,FALSE,FALSE,FALSE,1,,Aves,,2,,,,,
210,49,148,1977,3,,1977,6,,,,,,,1,1,,,,2,mapping of nesting districts,,"Janda J. & Řepa P. 1986: Metody kvantitativního výzkumu v ornitologii. SZN, Praha.",FALSE,FALSE,TRUE,4,10,Aves,,2,,,,,
211,49,149,1978,3,,1978,6,,,,,,,1,1,,,,2,mapping of nesting districts,,"Janda J. & Řepa P. 1986: Metody kvantitativního výzkumu v ornitologii. SZN, Praha.",FALSE,FALSE,TRUE,4,10,Aves,,2,,,,,
212,49,149,1979,3,,1979,6,,,,,,,1,1,,,,2,mapping of nesting districts,,"Janda J. & Řepa P. 1986: Metody kvantitativního výzkumu v ornitologii. SZN, Praha.",FALSE,FALSE,TRUE,4,10,Aves,,2,,,,,
213,49,150,1980,3,,1980,6,,,,,,,1,1,,,,2,mapping of nesting districts,,"Janda J. & Řepa P. 1986: Metody kvantitativního výzkumu v ornitologii. SZN, Praha.",FALSE,FALSE,TRUE,4,10,Aves,,2,,,,,
214,49,150,1981,3,,1981,6,,,,,,,1,1,,,,2,mapping of nesting districts,,"Janda J. & Řepa P. 1986: Metody kvantitativního výzkumu v ornitologii. SZN, Praha.",FALSE,FALSE,TRUE,4,10,Aves,,2,,,,,
215,49,151,1982,3,,1982,6,,,,,,,1,1,,,,2,mapping of nesting districts,,"Janda J. & Řepa P. 1986: Metody kvantitativního výzkumu v ornitologii. SZN, Praha.",FALSE,FALSE,TRUE,4,10,Aves,,2,,,,,
216,49,151,1983,3,,1983,6,,,,,,,1,1,,,,2,mapping of nesting districts,,"Janda J. & Řepa P. 1986: Metody kvantitativního výzkumu v ornitologii. SZN, Praha.",FALSE,FALSE,TRUE,4,10,Aves,,2,,,,,
217,49,151,1984,3,,1984,6,,,,,,,1,1,,,,2,mapping of nesting districts,,"Janda J. & Řepa P. 1986: Metody kvantitativního výzkumu v ornitologii. SZN, Praha.",FALSE,FALSE,TRUE,4,10,Aves,,2,,,,,
218,49,151,1985,3,,1985,6,,,,,,,1,1,,,,2,mapping of nesting districts,,"Janda J. & Řepa P. 1986: Metody kvantitativního výzkumu v ornitologii. SZN, Praha.",FALSE,FALSE,TRUE,4,10,Aves,,2,,,,,
219,49,151,1986,3,,1986,6,,,,,,,1,1,,,,2,mapping of nesting districts,,"Janda J. & Řepa P. 1986: Metody kvantitativního výzkumu v ornitologii. SZN, Praha.",FALSE,FALSE,TRUE,4,10,Aves,,2,,,,,
220,49,151,1987,3,,1987,6,,,,,,,1,1,,,,2,mapping of nesting districts,,"Janda J. & Řepa P. 1986: Metody kvantitativního výzkumu v ornitologii. SZN, Praha.",FALSE,FALSE,TRUE,4,10,Aves,,2,,,,,
221,49,151,1988,3,,1988,6,,,,,,,1,1,,,,2,mapping of nesting districts,,"Janda J. & Řepa P. 1986: Metody kvantitativního výzkumu v ornitologii. SZN, Praha.",FALSE,FALSE,TRUE,4,10,Aves,,2,,,,,
222,49,151,1989,3,,1989,6,,,,,,,1,1,,,,2,mapping of nesting districts,,"Janda J. & Řepa P. 1986: Metody kvantitativního výzkumu v ornitologii. SZN, Praha.",FALSE,FALSE,TRUE,4,10,Aves,,2,,,,,
223,49,151,1990,3,,1990,6,,,,,,,1,1,,,,2,mapping of nesting districts,,"Janda J. & Řepa P. 1986: Metody kvantitativního výzkumu v ornitologii. SZN, Praha.",FALSE,FALSE,TRUE,4,10,Aves,,2,,,,,
224,50,153,1974,,,1975,,,,,,,,1,1,,,,6,"direct bird observation by binoculars and netting (2 nets - 36 square meters, 60 hours)",,,FALSE,FALSE,TRUE,4,16,Aves,,2,,,,,
225,51,154,1974,,,1975,,,,,,,,1,1,,,,5,observation of birds mainly by binoculars and acustic recording of singing males,,,FALSE,FALSE,FALSE,1,,Aves,,2,,,,,
226,51,155,1974,,,1975,,,,,,,,1,1,,,,5,observation of birds mainly by binoculars and acustic recording of singing males,,,FALSE,FALSE,TRUE,4,11,Aves,,2,,,,,
227,52,156,1989,11,1,1992,6,30,,,,,,1,4,,,,2,"mainly mapping method, in some cases direct nest searching method",,"Janda J. & Řepa P. 1986: Metody kvantitativního výzkumu v ornitologii. SZN, Praha.",FALSE,FALSE,TRUE,2,135,Aves,,2,,,,,
228,52,156,1990,3,,1990,6,,,,,,,1,2,,,breeding species,2,mapping method,,"Janda J. & Řepa P. 1986: Metody kvantitativního výzkumu v ornitologii. SZN, Praha.",TRUE,FALSE,TRUE,2,32,Aves,,2,,,,,
229,52,156,1991,3,,1991,6,,,,,,,1,2,,,breeding species,2,mapping method,,"Janda J. & Řepa P. 1986: Metody kvantitativního výzkumu v ornitologii. SZN, Praha.",TRUE,FALSE,TRUE,2,32,Aves,,2,,,,,
230,52,156,1992,3,,1992,6,,,,,,,1,2,,,breeding species,2,mapping method,,"Janda J. & Řepa P. 1986: Metody kvantitativního výzkumu v ornitologii. SZN, Praha.",TRUE,FALSE,TRUE,2,32,Aves,,2,,,,,
231,52,156,1990,7,,1990,8,,,,,,,1,2,,,,2,mapping method,,"Janda J. & Řepa P. 1986: Metody kvantitativního výzkumu v ornitologii. SZN, Praha.",TRUE,FALSE,TRUE,2,16,Aves,,2,,,,,
232,52,156,1989,11,,1989,11,,,,,,,1,2,,,,2,mapping method,,"Janda J. & Řepa P. 1986: Metody kvantitativního výzkumu v ornitologii. SZN, Praha.",TRUE,FALSE,TRUE,2,8,Aves,,2,,,,,
233,52,156,1990,9,,1990,11,,,,,,,1,2,,,,2,mapping method,,"Janda J. & Řepa P. 1986: Metody kvantitativního výzkumu v ornitologii. SZN, Praha.",TRUE,FALSE,TRUE,2,24,Aves,,2,,,,,
234,52,156,1989,12,,1990,2,,,,,,,1,2,,,,2,mapping method,,"Janda J. & Řepa P. 1986: Metody kvantitativního výzkumu v ornitologii. SZN, Praha.",TRUE,FALSE,TRUE,2,24,Aves,,2,,,,,
235,52,156,1990,12,,1991,2,,,,,,,1,2,,,,2,mapping method,,"Janda J. & Řepa P. 1986: Metody kvantitativního výzkumu v ornitologii. SZN, Praha.",TRUE,FALSE,TRUE,2,24,Aves,,2,,,,,
236,53,157,1978,,,1979,,,,,,,,1,1,,,,1,standard line transect method (50-100x100-3200 m),,,FALSE,FALSE,TRUE,4,25,Aves,,2,,,,,
237,54,158,1992,,,2003,,,,,,24,12,7,2,,,,15,"point count method - all watched and heared ; points was at least 300 m from each other, the bird census was done in the morning, census at every point took 5 minutes",,"Janda J. & Řepa P. 1986: Metody kvantitativního výzkumu v ornitologii. SZN, Praha.",FALSE,FALSE,TRUE,4,24,Aves,,2,,,,,
238,55,159,1971,,,1981,,,,,,,,1,,,Herbert Tichý,a survey of all occurences,5,different observation methods during years,,"Pikula, J., 1976: Metodika výzkumu hnízdní bionomie ptactva. Praha.",FALSE,FALSE,TRUE,4,18,Aves,,2,,,,,
239,55,160,1981,,,1981,,,,,,,,1,,,Herbert Tichý,,1,transect method,,"Pikula, J., 1976: Metodika výzkumu hnízdní bionomie ptactva. Praha.",TRUE,FALSE,TRUE,4,5,Aves,,2,,,,,
240,56,161,1982,,,1984,,,,,,,,1,2,,Herbert Tichý,,17,,,Janda J. & Řepa P. 1983: Metody kvantitativního výzkumu v ornitologii. Ostrava.,FALSE,FALSE,TRUE,2,100,Aves,,2,,,,,
241,56,162,1983,,,1984,,,,,,,,1,2,,Herbert Tichý,,1,,,Janda J. & Řepa P. 1983: Metody kvantitativního výzkumu v ornitologii. Ostrava.,FALSE,FALSE,TRUE,4,6,Aves,,2,,,,,
242,57,165,1969,,,1969,,,,,,,,1,1,,,,5,not specified,,,FALSE,FALSE,FALSE,1,,Aves,,2,,,,,
243,57,166,1969,5,,1969,5,,,,,,,1,2,,,,1,transect method,,"Novikov, G.A., 1953: Praktikum polní ekologie suchozemských obratlovců.",TRUE,FALSE,TRUE,4,7,Aves,,2,,,,,
244,58,167,1970,,,1973,,,,,,,,1,1,,,,17,several excursion with different types of observation,,,FALSE,FALSE,TRUE,4,9,Aves,,2,,,,,
245,58,168,1973,5,,1973,6,,,,,,,1,2,,,,1,standard line transect method,,,TRUE,FALSE,TRUE,4,4,Aves,,2,,,,,
246,58,169,1973,5,,1973,6,,,,,,,1,2,,,,1,standard line transect method,,,TRUE,FALSE,TRUE,4,4,Aves,,2,,,,,
247,58,170,1973,5,,1973,6,,,,,,,1,2,,,,1,standard line transect method,,,TRUE,FALSE,TRUE,4,4,Aves,,2,,,,,
248,59,171,1969,,,1975,,,,,,,,1,1,,,,5,any observation of species (it is not exactly specified),,,FALSE,FALSE,TRUE,4,25,Aves,,2,,,,,
249,59,172,1969,,,1975,,,,,,,,1,1,,,,5,any observation of species (it is not exactly specified),,,TRUE,FALSE,TRUE,4,20,Aves,,2,,,,,
250,59,173,1975,,,1975,,,,,,,,1,1,,,,1,line transect method,,"Novikov, G. A., 1953: Praktikum polní ekologie suchozemských obratlovců. Praha, 413 pp.",TRUE,FALSE,TRUE,4,5,Aves,,2,,,,,
251,60,174,1969,,,1972,,,,,,,,1,2,,,,5,"transect bird census and other methods, not exactly specified",,"Kolektiv, 1966: Metodika inventarizačního výzkumu státních přírodních rezervací a chráněných nalezišť. SÚPPOP, Praha, Ochrana přírody: XXI (7): příloha.",FALSE,FALSE,TRUE,4,11,Aves,,2,,,,,
252,60,175,1972,5,4,1972,6,8,,,,,,1,2,,,,1,"transect bird census, not exactly specified",,"Kolektiv, 1966: Metodika inventarizačního výzkumu státních přírodních rezervací a chráněných nalezišť. SÚPPOP, Praha, Ochrana přírody: XXI (7): příloha.",TRUE,FALSE,TRUE,4,7,Aves,,2,,,,,
253,60,176,1972,5,4,1972,6,8,,,,,,1,2,,,,1,"transect bird census, not exactly specified",,"Kolektiv, 1966: Metodika inventarizačního výzkumu státních přírodních rezervací a chráněných nalezišť. SÚPPOP, Praha, Ochrana přírody: XXI (7): příloha.",TRUE,FALSE,TRUE,4,7,Aves,,2,,,,,
254,61,177,1932,,,1971,,,,,,,,1,,,Miroslav Vlček,a survey of all occurences,5,different observation methods during years,,,FALSE,FALSE,FALSE,1,,Aves,,2,,,,,
255,61,178,1971,,,1971,,,,,,,,1,,,Miroslav Vlček,,1,transect method,,"Novikov, G.A., 1953: Praktikum polní ekologie suchozemských obratlovců.",TRUE,FALSE,TRUE,4,5,Aves,,2,,,,,
256,62,179,2004,5,17,2004,11,15,,,,,,1,1,,,,18,point transect method and mapping of the nesting district,,,FALSE,FALSE,FALSE,1,,Aves,,2,,,,,
274,63,181,1996,5,,1996,6,,05/05/1996,,,,,1,1,without strong wind and rain,,,1,"standard line transect method, transect lenght: 1750 m",,,TRUE,FALSE,FALSE,1,,Aves,,2,,,,,
275,63,181,1996,5,,1996,6,,24/05/1996,,,,,1,1,without strong wind and rain,,,1,"standard line transect method, transect lenght: 1750 m",,,TRUE,FALSE,FALSE,1,,Aves,,2,,,,,
276,63,181,1996,5,,1996,6,,21/06/1996,,,,,1,1,without strong wind and rain,,,1,"standard line transect method, transect lenght: 1750 m",,,TRUE,FALSE,FALSE,1,,Aves,,2,,,,,
277,63,182,1996,5,,1996,6,,05/05/1996,,,,,1,1,without strong wind and rain,,,1,"standard line transect method, transect lenght: 1860 m",,,TRUE,FALSE,FALSE,1,,Aves,,2,,,,,
278,63,183,1996,5,,1996,6,,05/05/1996,,,,,1,1,without strong wind and rain,,,1,"standard line transect method, transect lenght: 450 m",,,TRUE,FALSE,FALSE,1,,Aves,,2,,,,,
279,63,184,1996,5,,1996,6,,05/05/1996,,,,,1,1,without strong wind and rain,,,1,"standard line transect method, transect lenght: 850 m",,,TRUE,FALSE,FALSE,1,,Aves,,2,,,,,
280,63,185,1996,5,,1996,6,,05/05/1996,,,,,1,1,without strong wind and rain,,,1,"standard line transect method, transect lenght: 1000 m",,,TRUE,FALSE,FALSE,1,,Aves,,2,,,,,
281,63,185,1996,5,,1996,6,,23/05/1996,,,,,1,1,without strong wind and rain,,,1,"standard line transect method, transect lenght: 1000 m",,,TRUE,FALSE,FALSE,1,,Aves,,2,,,,,
282,63,185,1996,5,,1996,6,,21/06/1996,,,,,1,1,without strong wind and rain,,,1,"standard line transect method, transect lenght: 1000 m",,,TRUE,FALSE,FALSE,1,,Aves,,2,,,,,
283,63,186,1996,5,,1996,6,,05/05/1996,,,,,1,1,without strong wind and rain,,,1,"standard line transect method, transect lenght: 2100 m",,,TRUE,FALSE,FALSE,1,,Aves,,2,,,,,
284,63,186,1996,5,,1996,6,,23/05/1996,,,,,1,1,without strong wind and rain,,,1,"standard line transect method, transect lenght: 2100 m",,,TRUE,FALSE,FALSE,1,,Aves,,2,,,,,
285,63,186,1996,5,,1996,6,,21/06/1996,,,,,1,1,without strong wind and rain,,,1,"standard line transect method, transect lenght: 2100 m",,,TRUE,FALSE,FALSE,1,,Aves,,2,,,,,
286,63,187,1996,5,,1996,6,,05/05/1996,,,,,1,1,without strong wind and rain,,,1,"standard line transect method, transect lenght: 1200 m",,,TRUE,FALSE,FALSE,1,,Aves,,2,,,,,
287,64,190,1986,,,1994,,,,,,,,1,1,,,,16,"point count method, other observation: binoculars, acustic determination, nest searching",,,FALSE,FALSE,FALSE,1,,Aves,,2,,,,,
288,64,190,1994,,,1994,,,,,,,,1,1,,,,15,standard point count method (15 points),,"Janda J. & Řepa P. 1986: Metody kvantitativního výzkumu v ornitologii. SZN, Praha.",TRUE,FALSE,TRUE,5,75,Aves,,2,,,,,
289,64,190,1994,8,4,1994,8,5,,,,,,1,1,,,,4,bird miss-trapping (70 m long net),,,FALSE,FALSE,FALSE,1,,Aves,,2,,,,,
290,65,191,1995,,,1996,,,,,,,,1,1,,,,16,"observation with binoculars, acustic determination, point count method",,,FALSE,FALSE,TRUE,4,27,Aves,,2,,,,,
291,65,192,1995,,,1996,,,,,,,,1,1,,,,15,point count method at the transect - 30 points,,,TRUE,FALSE,TRUE,4,27,Aves,,2,,,,,
292,66,193,2008,,,2008,,,,,,,,1,2,,,,18,transect method with combination of mapping,,"Janda J. & Řepa P. 1986: Metody kvantitativního výzkumu v ornitologii. SZN, Praha.",TRUE,FALSE,TRUE,4,10,Aves,,2,,,,,
293,66,194,2008,,,2009,,,,,,,,1,2,,,,18,transect method with combination of mapping,,"Janda J. & Řepa P. 1986: Metody kvantitativního výzkumu v ornitologii. SZN, Praha.",TRUE,FALSE,TRUE,4,8,Aves,,2,,,,,
294,66,195,2008,,,2009,,,,,,,,1,2,,,,18,transect method with combination of mapping,,"Janda J. & Řepa P. 1986: Metody kvantitativního výzkumu v ornitologii. SZN, Praha.",TRUE,FALSE,TRUE,4,4,Aves,,2,,,,,
295,66,196,2008,,,2009,,,,,,,,1,2,,,,18,transect method with combination of mapping,,"Janda J. & Řepa P. 1986: Metody kvantitativního výzkumu v ornitologii. SZN, Praha.",TRUE,FALSE,TRUE,4,8,Aves,,2,,,,,
296,66,197,2008,,,2009,,,,,,,,1,2,,,,18,transect method with combination of mapping,,"Janda J. & Řepa P. 1986: Metody kvantitativního výzkumu v ornitologii. SZN, Praha.",TRUE,FALSE,TRUE,4,9,Aves,,2,,,,,
297,66,198,2008,,,2009,,,,,,,,1,2,,,,18,transect method with combination of mapping,,"Janda J. & Řepa P. 1986: Metody kvantitativního výzkumu v ornitologii. SZN, Praha.",TRUE,FALSE,TRUE,4,8,Aves,,2,,,,,
298,66,199,2008,,,2009,,,,,,,,1,2,,,,18,transect method with combination of mapping,,"Janda J. & Řepa P. 1986: Metody kvantitativního výzkumu v ornitologii. SZN, Praha.",TRUE,FALSE,TRUE,4,8,Aves,,2,,,,,
299,67,200,2010,,,2020,,,,,,,,1,1,,,,2,,,,FALSE,FALSE,TRUE,4,25,Aves,,2,,,,,
300,67,200,2010,,,2010,,,,,,,,1,1,,,,2,,,,FALSE,FALSE,TRUE,4,1,Aves,,2,,,,,
301,67,200,2011,,,2011,,,,,,,,1,1,,,,2,,,,FALSE,FALSE,TRUE,4,1,Aves,,2,,,,,
302,67,200,2012,,,2012,,,,,,,,1,1,,,,2,,,,FALSE,FALSE,TRUE,4,1,Aves,,2,,,,,
303,67,200,2013,,,2013,,,,,,,,1,1,,,,2,,,,FALSE,FALSE,TRUE,4,1,Aves,,2,,,,,
304,67,200,2014,,,2014,,,,,,,,1,1,,,,2,,,,FALSE,FALSE,TRUE,4,3,Aves,,2,,,,,
305,67,200,2015,,,2015,,,,,,,,1,1,,,,2,,,,FALSE,FALSE,TRUE,4,3,Aves,,2,,,,,
306,67,200,2016,,,2016,,,,,,,,1,1,,,,2,,,,FALSE,FALSE,TRUE,4,3,Aves,,2,,,,,
307,67,200,2017,,,2017,,,,,,,,1,1,,,,2,,,,FALSE,FALSE,TRUE,4,3,Aves,,2,,,,,
308,67,200,2018,,,2018,,,,,,,,1,1,,,,2,,,,FALSE,FALSE,TRUE,4,3,Aves,,2,,,,,
309,67,200,2019,,,2019,,,,,,,,1,1,,,,2,,,,FALSE,FALSE,TRUE,4,3,Aves,,2,,,,,
310,67,200,2020,,,2020,,,,,,,,1,1,,,,2,,,,FALSE,FALSE,TRUE,4,3,Aves,,2,,,,,
311,68,201,1982,,,1983,,,,,,,,1,2,,,birds was mapping in forest areas with different stages of demage (caused mainly by air polution),2,standard mapping method,,,TRUE,FALSE,TRUE,4,8,Aves,,2,,,,,
312,68,202,1982,,,1983,,,,,,,,1,2,,,birds was mapping in forest areas with different stages of demage (caused mainly by air polution),2,standard mapping method,,,TRUE,FALSE,TRUE,4,8,Aves,,2,,,,,
313,68,203,1982,,,1983,,,,,,,,1,2,,,birds was mapping in forest areas with different stages of demage (caused mainly by air polution),2,standard mapping method,,,TRUE,FALSE,TRUE,4,8,Aves,,2,,,,,
314,68,204,1982,,,1983,,,,,,,,1,2,,,birds was mapping in forest areas with different stages of demage (caused mainly by air polution),2,standard mapping method,,,TRUE,FALSE,TRUE,4,8,Aves,,2,,,,,
315,68,205,1982,,,1983,,,,,,,,1,2,,,birds was mapping in forest areas with different stages of demage (caused mainly by air polution),2,standard mapping method,,,TRUE,FALSE,TRUE,4,8,Aves,,2,,,,,
316,68,206,1982,,,1983,,,,,,,,1,2,,,birds was mapping in forest areas with different stages of demage (caused mainly by air polution),2,standard mapping method,,,TRUE,FALSE,TRUE,4,8,Aves,,2,,,,,
317,68,207,1982,,,1983,,,,,,,,1,2,,,birds was mapping in forest areas with different stages of demage (caused mainly by air polution),2,standard mapping method,,,TRUE,FALSE,TRUE,4,8,Aves,,2,,,,,
318,68,208,1982,,,1983,,,,,,,,1,2,,,birds was mapping in forest areas with different stages of demage (caused mainly by air polution),2,standard mapping method,,,TRUE,FALSE,TRUE,4,8,Aves,,2,,,,,
319,68,209,1982,,,1983,,,,,,,,1,2,,,birds was mapping in forest areas with different stages of demage (caused mainly by air polution),2,standard mapping method,,,TRUE,FALSE,TRUE,4,8,Aves,,2,,,,,
320,69,210,1979,,,1980,,,,,,,,1,4,,,,1,standard line transect method,,,FALSE,FALSE,TRUE,4,32,Aves,,2,,,,,
321,70,211,1975,,,1975,,,,,,,,1,4,,,,19,standard mapping method with combination of bird netting,,,FALSE,FALSE,TRUE,4,15,Aves,,2,,,,,
322,71,212,1970,,,1970,,,,,,,,1,1,,,,5,not exactly specified,,,FALSE,FALSE,FALSE,1,,Aves,,2,,,,,
323,71,213,1970,6,8,1970,6,13,,,,,,1,1,,,,1,transect method,,"Novikov, G.A., 1953: Praktikum polní ekologie suchozemských obratlovců.",TRUE,FALSE,TRUE,4,6,Aves,,2,,,,,
324,72,214,1969,,,1974,,,,,,,,1,1,,,,5,not exactly specified,,,FALSE,FALSE,TRUE,4,18,Aves,,2,,,,,
325,72,215,1974,4,,1974,6,,,,,,,1,2,,,,1,,,"Novikov, G.A., 1953: Praktikum polní ekologie suchozemských obratlovců.",TRUE,FALSE,TRUE,4,9,Aves,,2,,,,,
326,72,216,1974,4,,1974,6,,,,,,,1,2,,,,1,,,"Novikov, G.A., 1953: Praktikum polní ekologie suchozemských obratlovců.",TRUE,FALSE,TRUE,4,7,Aves,,2,,,,,
327,72,217,1974,4,,1974,6,,,,,,,1,2,,,,1,,,"Novikov, G.A., 1953: Praktikum polní ekologie suchozemských obratlovců.",TRUE,FALSE,TRUE,4,7,Aves,,2,,,,,
337,73,219,1978,1,,1978,12,,,,,,,1,2,,,,1,"line transect method, a belt cross the park (1.5 km x 100 m), area of the transect cover almost whole area of the park",,,TRUE,FALSE,TRUE,4,30,Aves,,2,,,,,
338,73,219,2015,1,,2015,12,,,,,,,1,2,,,,1,"line transect method, a belt cross the park (1.5 km x 100 m), area of the transect cover almost whole area of the park",,,TRUE,FALSE,TRUE,4,42,Aves,,2,,,,,
339,73,219,2016,1,,2016,12,,,,,,,1,2,,,,1,"line transect method, a belt cross the park (1.5 km x 100 m), area of the transect cover almost whole area of the park",,,TRUE,FALSE,TRUE,4,22,Aves,,2,,,,,
340,74,220,1956,,,1957,,,,,,,,1,1,,,,17,transect method (singing males recording) and observation of birds at given area (50 x 50 m) for 1 hour,,"Novikov, G.A., 1953: Praktikum polní ekologie suchozemských obratlovců.|Turček, F.J., 1949: K štúdiu populacie vtákov v teréne. Sylvia 9-10(4): 87-92.",TRUE,FALSE,TRUE,4,10,Aves,,2,,,,,
341,74,221,1956,,,1957,,,,,,,,1,1,,,,17,transect method (singing males recording) and observation of birds at given area (50 x 50 m) for 1 hour,,"Novikov, G.A., 1953: Praktikum polní ekologie suchozemských obratlovců.|Turček, F.J., 1949: K štúdiu populacie vtákov v teréne. Sylvia 9-10(4): 87-92.",TRUE,FALSE,TRUE,4,8,Aves,,2,,,,,
342,74,222,1956,,,1957,,,,,,,,1,1,,,,17,transect method (singing males recording) and observation of birds at given area (50 x 50 m) for 1 hour,,"Novikov, G.A., 1953: Praktikum polní ekologie suchozemských obratlovců.|Turček, F.J., 1949: K štúdiu populacie vtákov v teréne. Sylvia 9-10(4): 87-92.",TRUE,FALSE,TRUE,4,19,Aves,,2,,,,,
347,85,228,2006,5,,2006,6,,,,,,,1,4,without rain and strong wind,,two visits at each point (one visit has 10 min of counting),16,point count method I.P.A. and other observation of birds (signs of species occurrences),,"Janda J. & Řepa P. 1986: Metody kvantitativního výzkumu v ornitologii. SZN, Praha.",FALSE,FALSE,TRUE,4,5,Aves,,2,,,,,
